Problem,Status,User time,Failure,Version,Preprocessing time,...number of literals in the above,...of the previous two non-trivial,...of these trivial,...remaining for further processing,...subsumed,BW rewrite match attempts,BW rewrite match successes,Backward-rewritten,Backward-subsumed,Clause-clause subsumption calls (NU),Clauses deleted for lack of memory,Condensation attempts,Condensation successes,Contextual simplify-reflections,Current number of archived clauses,Current number of archived formulas,Current number of processed clauses,Current number of unprocessed clauses,Equation resolutions,Factorizations,Generated clauses,Initial clauses,Initial clauses in saturation,Maximum resident set size,Negative unit clauses,Non-unit clause-clause subsumptions,Non-unit-clauses,Other redundant clauses eliminated,Paramodulations,Parsed axioms,Positive orientable unit clauses,Positive unorientable unit clauses,Processed clauses,Proof object clause conjectures,Proof object clause steps,Proof object conjectures,Proof object formula conjectures,Proof object formula steps,Proof object generating inferences,Proof object given clauses,Proof object initial clauses used,Proof object initial formulas used,Proof object simplifying inferences,Proof object total steps,Proof search given clauses,Rec. Clause-clause subsumption calls,Removed by relevancy pruning/SinE,Removed in clause preprocessing,Rewrite failures with RHS unbound,System time,Total time,Unit Clause-clause subsumption calls,Filename,Heuristic,Type,Equational
LCL848-1.p,T,0.027,success,1.9.1pre005,0.025,1336,64,23,184,33,43,2,2,0,215,0,0,0,0,186,0,182,547,10,2,116,723,723,5092,26,6,39,4,104,723,117,0,240,3,7,3,0,0,1,3,3,0,2,7,184,198,0,0,0,0.003,0.030,196,172377870.txt,0010_evo,general,equational
LCL849-1.p,T,0.119,success,1.9.1pre005,0.025,11102,5764,104,652,1104,339,21,3,7,43497,0,0,0,64,662,0,642,4534,331,20,8979,725,725,9580,64,707,307,315,8628,725,262,9,1860,3,10,3,0,0,1,5,4,0,3,10,652,38243,0,0,23,0.006,0.125,1089,172377872.txt,0010_evo,general,equational
LCL850-1.p,T,0.034,success,1.9.1pre005,0.033,2033,41,15,137,21,18,9,1,0,287,0,0,0,0,139,0,136,769,6,2,93,902,901,5308,16,3,31,0,85,902,88,1,173,3,8,3,0,0,1,4,3,0,2,8,137,268,0,1,0,0.003,0.037,56,172377874.txt,0010_evo,general,equational
LCL851-1.p,T,0.039,success,1.9.1pre005,0.034,2149,210,20,217,77,72,9,1,0,1098,0,0,0,0,219,0,216,841,11,4,405,946,945,5628,23,17,66,3,390,946,125,2,314,3,7,3,0,0,1,3,3,0,2,7,217,1004,0,1,6,0.003,0.042,190,172377876.txt,0010_evo,general,equational
LCL852-1.p,T,217.290,success,1.9.1pre005,0.024,23166040,12337946,17350,18268,256689,198338,681,730,766,67686210,0,0,0,50840,19765,0,16772,9271322,184500,484,15499685,607,606,6561392,2202,233781,10563,183920,15314701,607,3995,12,292307,2,13,2,0,0,3,7,5,0,1,13,18268,49289363,0,1,0,4.520,221.810,2157836,172377878.txt,0010_evo,general,equational
LCL853-1.p,T,0.008,success,1.9.1pre005,0.009,90,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,5,41,0,0,0,47,47,3040,1,0,0,0,0,47,4,0,6,2,5,2,0,0,0,2,2,0,1,5,6,0,0,0,0,0.001,0.009,0,172377880.txt,0010_evo,general,equational
LCL854-1.p,T,0.013,success,1.9.1pre005,0.016,591,0,0,12,1,0,0,0,0,0,0,0,0,0,13,0,12,282,0,0,0,296,296,3568,3,0,0,0,0,296,9,0,14,2,5,2,0,0,0,2,2,0,1,5,13,0,0,0,0,0.004,0.017,1,172377882.txt,0010_evo,general,equational
LCL855-1.p,T,0.039,success,1.9.1pre005,0.018,2220,1523,76,283,285,294,52,15,0,1683,0,0,0,0,299,0,268,1247,48,6,2388,384,383,5444,41,55,96,43,2334,384,125,6,644,2,12,2,0,0,1,6,5,0,3,12,283,1621,0,1,0,0.003,0.041,705,172377884.txt,0010_evo,general,equational
LCL856-1.p,T,0.013,success,1.9.1pre005,0.013,317,15,3,52,4,11,0,0,0,79,0,0,0,0,53,0,52,142,4,0,25,187,186,3700,10,0,17,0,21,187,25,0,59,6,10,6,0,0,2,5,4,0,1,10,52,75,0,1,0,0.002,0.015,14,172377886.txt,0010_evo,general,equational
LCL857-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377888.txt,0010_evo,general,equational
LCL858-1.p,T,0.012,success,1.9.1pre005,0.014,374,0,0,27,2,1,0,0,0,2,0,0,0,0,28,0,27,174,1,0,3,204,203,3472,6,0,4,0,2,204,17,0,29,3,7,3,0,0,1,3,3,0,2,7,27,1,0,1,0,0.003,0.015,4,172377890.txt,0010_evo,general,equational
LCL875-1.p,T,0.025,success,1.9.1pre005,0.009,2722,1311,11,106,109,1110,5,5,1,1643,0,0,0,1,112,0,100,1039,0,0,1430,6,6,4560,2,111,55,0,1430,6,43,0,226,13,40,13,0,0,28,33,6,0,18,40,106,1546,0,0,0,0.002,0.027,24,172377924.txt,0010_evo,horn,non-equational
LCL876+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377926.txt,0010_evo,horn,non-equational
LCL888+1.p,T,6.004,success,1.9.1pre005,0.010,551686,411363,5459,2689,11356,61945,642,653,49,120593,0,0,0,1917,3391,0,1987,304412,0,0,570429,16,16,290340,112,4186,721,0,570429,13,1116,38,19504,35,65,38,3,23,38,50,13,11,28,88,2689,116218,0,0,0,0.200,6.204,5825,172377952.txt,0010_evo,horn,equational
LCL889+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377954.txt,0010_evo,horn,equational
LCL890+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377956.txt,0010_evo,horn,equational
LCL891+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377958.txt,0010_evo,horn,equational
LCL892+1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172377960.txt,0010_evo,horn,equational
LCL893+1.p,T,0.010,success,1.9.1pre005,0.010,151,129,7,39,2,13,5,1,0,10,0,0,0,0,40,0,38,97,0,0,226,17,17,3056,1,2,11,0,226,15,24,2,48,7,25,10,3,17,7,15,9,8,5,42,39,10,0,0,0,0.002,0.012,6,172377962.txt,0010_evo,horn,equational
LCL894+1.p,T,19.108,success,1.9.1pre005,0.010,1661636,1188142,15411,3732,15996,476062,1429,237,144,664172,0,0,0,8883,4113,0,3351,1111155,0,0,1525610,16,16,1010928,33,16024,1002,0,1525610,13,2243,73,35139,24,84,27,3,27,49,66,16,13,26,111,3732,556036,0,0,0,0.763,19.871,6155,172377964.txt,0010_evo,general,equational
LCL895+1.p,T,8.222,success,1.9.1pre005,0.010,346106,385637,5267,1269,1225,83144,1286,210,6,2234,0,0,0,0,1485,0,1053,346106,0,0,600677,11,11,453008,1,337,0,0,600677,9,981,71,7761,20,53,23,3,19,27,39,11,9,31,72,1269,2234,0,0,0,0.326,8.549,2060,172377966.txt,0010_evo,general,equational
LCL896+1.p,T,0.165,success,1.9.1pre005,0.010,24229,14831,488,283,604,4586,83,13,1,4590,0,0,0,142,297,0,269,13160,0,0,22557,14,14,15992,2,671,115,0,22557,13,147,5,1375,3,48,6,3,25,20,33,13,12,22,73,283,4538,0,0,0,0.007,0.172,162,172377968.txt,0010_evo,horn,equational
LCL897+1.p,T,105.802,success,1.9.1pre005,0.010,2936374,3222077,13519,1334,6389,204209,1605,95,2,0,0,0,0,0,1431,0,1237,2936374,0,0,3820985,9,9,3888296,0,0,0,0,3820985,9,1052,185,21242,5,51,7,2,16,29,40,8,8,34,67,1334,0,0,0,0,2.916,108.718,7295,172377970.txt,0010_evo,unit,equational
LCL898+1.p,T,10.610,success,1.9.1pre005,0.010,1081514,726836,3991,2201,20298,45924,1200,511,75,269195,0,0,0,3045,2787,0,1615,539971,0,0,1010143,16,16,496692,20,16076,768,0,1010143,15,790,37,26490,3,76,6,3,29,45,60,14,14,24,105,2201,226908,0,0,0,0.418,11.029,3212,172377972.txt,0010_evo,horn,equational
LCL899+1.p,T,0.014,success,1.9.1pre005,0.010,173,242,18,58,5,50,21,22,2,24,0,0,0,0,82,0,34,98,0,0,455,15,15,3320,0,7,12,0,455,14,20,2,81,5,42,8,3,23,15,29,12,11,10,65,58,24,0,0,0,0.000,0.014,17,172377974.txt,0010_evo,horn,equational
LCL900+1.p,T,3.708,success,1.9.1pre005,0.010,307709,243791,3550,1439,10260,26123,362,360,22,70960,0,0,0,1436,1821,0,1057,169549,0,0,450220,15,15,187104,3,9391,405,0,450220,14,642,7,15249,3,121,6,3,29,86,101,15,14,69,150,1439,66712,0,0,0,0.118,3.826,944,172377976.txt,0010_evo,horn,equational
LCL901+1.p,T,0.128,success,1.9.1pre005,0.010,14456,10021,259,331,1097,766,81,40,8,3910,0,0,0,246,379,0,283,7792,0,0,22743,16,16,10976,6,838,111,0,22743,15,162,4,1687,4,57,7,3,27,25,42,14,13,12,84,331,3903,0,0,0,0.006,0.134,68,172377978.txt,0010_evo,horn,equational
LCL902+1.p,T,0.416,success,1.9.1pre005,0.010,54265,31941,697,512,3720,6333,82,23,30,24549,0,0,0,800,565,0,459,25952,10,0,61850,15,15,28664,4,3650,241,10,61840,14,210,4,4929,4,46,7,3,23,22,33,12,11,21,69,512,24409,0,0,0,0.006,0.422,332,172377980.txt,0010_evo,horn,equational
LCL903+1.p,T,12.057,success,1.9.1pre005,0.010,1049875,906943,4909,1977,23984,84374,181,320,99,355844,0,0,0,4182,2396,0,1558,469531,0,0,1283510,15,15,668264,3,25060,845,0,1283510,14,706,4,30870,3,65,6,3,29,33,49,15,14,25,94,1977,349749,0,0,0,0.454,12.511,8525,172377982.txt,0010_evo,horn,equational
LDA001-1.p,T,0.009,success,1.9.1pre005,0.008,93,113,0,25,0,2,2,2,0,0,0,0,0,0,27,0,23,93,0,0,143,5,5,3016,0,0,0,0,143,5,23,0,25,4,21,4,0,0,9,15,5,0,12,21,25,0,0,0,0,0.001,0.010,0,172379468.txt,0010_evo,unit,equational
LDA002-1.p,T,0.048,success,1.9.1pre005,0.009,2319,3438,16,238,0,49,37,63,0,0,0,0,0,0,301,0,175,2319,0,0,3877,12,12,6712,1,0,0,0,3877,12,174,0,254,5,64,5,0,0,31,50,12,0,35,64,238,0,0,0,0,0.001,0.049,0,172379470.txt,0010_evo,unit,equational
LDA003-1.p,T,0.008,success,1.9.1pre005,0.009,57,55,0,18,0,0,0,0,0,0,0,0,0,0,18,0,18,44,0,0,59,7,7,3012,2,0,5,0,59,7,11,0,18,2,15,2,0,0,3,8,6,0,2,15,18,0,0,0,0,0.002,0.010,1,172379472.txt,0010_evo,horn,equational
LDA004-1.p,T,19.001,success,1.9.1pre005,0.009,2540648,1586676,12043,15433,16567,294759,3482,3923,386,2016077,0,0,0,11249,19742,0,11124,1218141,0,0,2141810,12,12,990636,9,28033,2725,0,2141810,12,8387,3,44043,2,56,2,0,0,31,43,12,0,26,56,15433,1722463,0,0,0,0.676,19.677,275,172379474.txt,0010_evo,horn,equational
LDA005-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379476.txt,0010_evo,general,equational
LDA005-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379478.txt,0010_evo,general,equational
LDA006-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379480.txt,0010_evo,general,equational
LDA006-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379482.txt,0010_evo,general,equational
LDA007-1.p,T,0.013,success,1.9.1pre005,0.009,593,403,1,67,2,0,0,0,0,75,0,0,0,0,67,0,67,353,0,2,440,20,20,3596,2,1,20,0,438,20,45,0,70,2,18,2,0,0,4,10,7,0,4,18,67,72,0,0,0,0.001,0.014,0,172379484.txt,0010_evo,general,equational
LDA007-2.p,T,0.010,success,1.9.1pre005,0.009,295,250,1,62,4,0,0,0,0,41,0,0,0,0,62,0,62,203,0,0,264,20,20,3292,2,3,19,0,264,20,41,0,67,2,18,2,0,0,4,10,7,0,4,18,62,41,0,0,0,0.002,0.012,0,172379486.txt,0010_evo,general,equational
LDA007-3.p,T,0.005,success,1.9.1pre005,0.008,96,109,0,20,0,0,0,0,0,0,0,0,0,0,20,0,20,96,0,0,125,7,7,3016,1,0,0,0,125,7,19,0,20,2,18,2,0,0,4,10,7,0,4,18,20,0,0,0,0,0.005,0.010,0,172379488.txt,0010_evo,unit,equational
LDA008-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379490.txt,0010_evo,general,equational
LDA008-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379492.txt,0010_evo,general,equational
LDA009-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379494.txt,0010_evo,general,equational
LDA009-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379496.txt,0010_evo,general,equational
LDA010-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379498.txt,0010_evo,general,equational
LDA010-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379500.txt,0010_evo,general,equational
LDA011-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379502.txt,0010_evo,general,equational
LDA011-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379504.txt,0010_evo,general,equational
LDA012-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379506.txt,0010_evo,general,equational
LDA012-2.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379508.txt,0010_evo,general,equational
LDA013-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379510.txt,0010_evo,general,equational
LDA014-1.p,F,-,maxtime,1.9.1pre005,0.009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379512.txt,0010_evo,general,equational
MED001+1.p,T,0.023,success,1.9.1pre005,0.013,2386,385,0,116,24,1,1,0,22,7284,0,0,0,61,138,0,94,224,0,22,421,57,57,3748,5,106,86,0,399,19,3,0,140,29,43,32,3,12,16,28,13,4,14,55,116,1000,0,0,0,0.004,0.027,30,172379446.txt,0010_evo,general,non-equational
MED002+1.p,T,0.104,success,1.9.1pre005,0.012,21098,3027,0,270,60,0,0,0,97,33879,0,0,0,131,367,0,173,1746,0,82,3196,57,57,6388,3,288,169,0,3114,19,1,0,330,62,88,65,3,15,43,61,19,5,24,103,270,2680,0,0,0,0.005,0.109,1,172379448.txt,0010_evo,general,non-equational
MED003+1.p,T,0.101,success,1.9.1pre005,0.012,21683,2840,1,327,121,5,5,17,72,43351,0,0,0,311,416,0,238,1946,0,36,3080,57,57,6392,8,498,223,0,3044,19,7,0,449,62,92,65,3,17,40,60,21,6,41,109,327,6738,0,0,0,0.005,0.106,766,172379450.txt,0010_evo,general,non-equational
MED005+1.p,T,23.008,success,1.9.1pre005,0.015,9696244,1573741,1,6785,3109,2,2,22,670,4662492,0,0,0,4015,7477,0,6093,1455070,0,298,1575025,167,163,1364124,5,7770,6085,0,1574727,41,3,0,9895,33,95,36,3,43,38,63,26,14,17,138,6785,501888,0,4,0,0.793,23.801,9739,172379454.txt,0010_evo,general,non-equational
MED006+1.p,T,1.164,success,1.9.1pre005,0.015,369762,80751,30,1809,691,3,3,122,284,534388,0,0,0,866,2215,0,1403,62347,0,52,81304,168,164,69976,4,1833,1393,0,81252,41,6,0,2530,35,72,38,3,26,33,50,18,8,13,98,1809,86568,0,4,0,0.036,1.200,1273,172379456.txt,0010_evo,general,non-equational
MED007+1.p,F,-,maxtime,1.9.1pre005,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379458.txt,0010_evo,general,non-equational
MED008+1.p,T,1.257,success,1.9.1pre005,0.016,404420,87757,29,1894,757,3,3,130,297,594900,0,0,0,973,2321,0,1467,68430,0,54,88235,168,164,76308,5,2019,1457,0,88181,41,5,0,2680,35,72,38,3,26,33,50,18,8,13,98,1894,93765,0,4,0,0.036,1.293,1306,172379460.txt,0010_evo,general,non-equational
MED009+1.p,F,-,maxtime,1.9.1pre005,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379462.txt,0010_evo,general,non-equational
MED010+1.p,F,-,maxtime,1.9.1pre005,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379464.txt,0010_evo,general,non-equational
MGT001+1.p,T,0.015,success,1.9.1pre005,0.011,62,56,0,68,0,0,0,0,7,1388,0,0,0,1,75,0,61,7,0,0,61,19,19,3392,2,8,50,0,61,7,9,0,68,43,59,46,3,15,24,40,17,7,45,74,68,61,0,0,0,0.001,0.016,45,172379648.txt,0010_evo,horn,non-equational
MGT001-1.p,T,0.012,success,1.9.1pre005,0.010,71,55,0,66,0,0,0,0,7,1279,0,0,0,1,73,0,59,8,0,0,60,19,19,3244,2,8,48,0,60,19,9,0,66,43,59,43,0,0,24,40,17,0,45,59,66,55,0,0,0,0.002,0.014,18,172379646.txt,0010_evo,horn,non-equational
MGT002+1.p,T,0.011,success,1.9.1pre005,0.010,12,37,0,47,1,1,0,0,0,770,0,0,0,1,47,0,47,2,0,0,44,13,13,3036,1,2,38,0,44,5,8,0,48,24,34,27,3,11,10,21,12,5,17,45,47,76,0,0,0,0.001,0.012,0,172379652.txt,0010_evo,horn,non-equational
MGT002-1.p,T,0.009,success,1.9.1pre005,0.009,28,17,0,26,0,1,0,0,0,106,0,0,0,0,26,0,26,4,0,0,22,13,13,3024,1,0,17,0,22,13,8,0,26,24,34,24,0,0,10,21,12,0,17,34,26,28,0,0,0,0.001,0.010,0,172379650.txt,0010_evo,horn,non-equational
MGT003+1.p,T,0.010,success,1.9.1pre005,0.010,0,14,0,26,0,1,0,0,0,105,0,0,0,2,26,0,26,0,0,0,20,12,12,3032,1,2,17,0,20,5,8,0,26,18,33,21,3,11,8,19,12,5,13,44,26,23,0,0,0,0.001,0.011,0,172379656.txt,0010_evo,horn,non-equational
MGT003-1.p,T,0.009,success,1.9.1pre005,0.009,10,12,0,22,0,1,0,0,0,41,0,0,0,1,22,0,22,2,0,0,17,12,12,3024,1,1,13,0,17,12,8,0,22,18,33,18,0,0,8,19,12,0,13,33,22,16,0,0,0,0.001,0.010,0,172379654.txt,0010_evo,horn,non-equational
MGT004+1.p,T,0.013,success,1.9.1pre005,0.011,13,24,0,36,0,0,0,0,7,388,0,0,0,0,43,0,29,2,0,0,25,14,14,3056,3,7,20,0,25,5,6,0,36,36,46,39,3,12,18,31,14,5,17,58,36,23,0,0,0,0.000,0.013,3,172379660.txt,0010_evo,general,non-equational
MGT004-1.p,T,0.011,success,1.9.1pre005,0.009,10,23,0,36,0,0,0,0,7,389,0,0,0,0,43,0,29,1,0,0,25,14,14,3024,3,7,20,0,25,14,6,0,36,36,46,36,0,0,18,31,14,0,17,46,36,21,0,0,0,0.001,0.012,3,172379658.txt,0010_evo,general,non-equational
MGT005+1.p,F,-,maxtime,1.9.1pre005,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379664.txt,0010_evo,general,equational
MGT005+2.p,F,-,maxtime,1.9.1pre005,0.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379668.txt,0010_evo,general,equational
MGT005-1.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379662.txt,0010_evo,general,equational
MGT005-2.p,F,-,maxtime,1.9.1pre005,0.010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172379666.txt,0010_evo,general,equational
MGT006+1.p,T,0.010,success,1.9.1pre005,0.010,18,26,0,38,0,1,1,1,3,549,0,0,0,0,43,0,33,2,0,0,26,14,14,3036,2,3,23,0,25,4,8,0,38,37,45,40,3,9,17,31,13,4,26,54,38,15,0,0,0,0.002,0.012,46,172379672.txt,0010_evo,horn,non-equational
MGT006-1.p,T,0.010,success,1.9.1pre005,0.009,24,26,0,37,0,1,1,2,3,509,0,0,0,0,42,0,32,3,0,0,26,14,14,3024,1,3,22,0,26,14,9,0,37,37,45,37,0,0,18,31,13,0,25,45,37,19,0,0,0,0.001,0.011,17,172379670.txt,0010_evo,horn,non-equational
MGT007+1.p,T,0.015,success,1.9.1pre005,0.011,142,102,0,92,9,0,0,0,25,1781,0,0,0,11,117,0,67,18,0,0,107,17,17,3320,3,43,58,0,107,6,6,0,101,36,46,39,3,12,18,31,14,5,17,58,92,162,0,0,0,0.003,0.018,3,172379676.txt,0010_evo,general,non-equational
MGT007-1.p,T,0.014,success,1.9.1pre005,0.009,41,72,0,78,6,0,0,0,21,1134,0,0,0,9,99,0,57,5,0,0,76,17,17,3288,3,34,48,0,76,17,6,0,84,36,46,36,0,0,18,31,14,0,17,46,78,118,0,0,0,0.001,0.015,3,172379674.txt,0010_evo,general,non-equational
MGT008+1.p,T,0.012,success,1.9.1pre005,0.011,7,26,0,40,0,0,0,0,0,294,0,0,0,0,40,0,40,1,0,0,27,15,15,3100,1,0,28,0,27,4,11,0,40,34,40,37,3,9,10,24,15,4,19,49,40,24,0,0,0,0.001,0.013,0,172379680.txt,0010_evo,horn,non-equational
MGT008-1.p,T,0.009,success,1.9.1pre005,0.010,21,14,0,26,0,0,0,0,0,84,0,0,0,0,26,0,26,3,0,0,15,15,15,2968,1,0,14,0,15,15,11,0,26,34,40,34,0,0,10,24,15,0,19,40,26,2,0,0,0,0.002,0.011,0,172379678.txt,0010_evo,horn,non-equational
MGT009+1.p,T,0.013,success,1.9.1pre005,0.011,6,44,0,58,1,0,0,0,0,930,0,0,0,0,58,0,58,1,0,0,48,16,16,3104,1,0,46,0,48,4,11,0,59,34,40,37,3,9,10,24,15,4,19,49,58,77,0,0,0,0.001,0.014,0,172379684.txt,0010_evo,horn,non-equational
MGT009-1.p,T,0.009,success,1.9.1pre005,0.009,33,22,0,32,1,0,0,0,0,184,0,0,0,1,32,0,32,5,0,0,23,16,16,2972,1,2,20,0,23,16,11,0,33,34,40,34,0,0,10,24,15,0,19,40,32,11,0,0,0,0.002,0.011,0,172379682.txt,0010_evo,horn,non-equational
MGT010+1.p,T,0.015,success,1.9.1pre005,0.011,44,79,0,90,1,1,1,1,7,1521,0,0,0,2,99,0,81,7,0,0,83,19,19,3380,2,10,66,0,82,4,13,0,91,49,57,52,3,9,19,38,18,4,30,66,90,72,0,0,0,0.001,0.016,144,172379688.txt,0010_evo,horn,non-equational
MGT010-1.p,T,0.012,success,1.9.1pre005,0.010,33,65,0,78,1,1,1,2,6,1781,0,0,0,2,86,0,70,5,0,0,69,19,19,3248,1,9,55,0,69,19,14,0,79,49,57,49,0,0,20,38,18,0,29,57,78,70,0,0,0,0.003,0.015,97,172379686.txt,0010_evo,horn,non-equational
