Problem,Status,User time,Failure,Version,Preprocessing time,...number of literals in the above,...of the previous two non-trivial,...of these trivial,...remaining for further processing,...subsumed,BW rewrite match attempts,BW rewrite match successes,Backward-rewritten,Backward-subsumed,Clause-clause subsumption calls (NU),Clauses deleted for lack of memory,Condensation attempts,Condensation successes,Contextual simplify-reflections,Current number of archived clauses,Current number of archived formulas,Current number of processed clauses,Current number of unprocessed clauses,Equation resolutions,Factorizations,Generated clauses,Initial clauses,Initial clauses in saturation,Maximum resident set size,Negative unit clauses,Non-unit clause-clause subsumptions,Non-unit-clauses,Other redundant clauses eliminated,Paramodulations,Parsed axioms,Positive orientable unit clauses,Positive unorientable unit clauses,Processed clauses,Proof object clause conjectures,Proof object clause steps,Proof object conjectures,Proof object formula conjectures,Proof object formula steps,Proof object generating inferences,Proof object given clauses,Proof object initial clauses used,Proof object initial formulas used,Proof object simplifying inferences,Proof object total steps,Proof search given clauses,Rec. Clause-clause subsumption calls,Removed by relevancy pruning/SinE,Removed in clause preprocessing,Rewrite failures with RHS unbound,System time,Total time,Unit Clause-clause subsumption calls,Filename,Heuristic,Type,Equational
COM010-1.p,T,2.782,success,1.9.1pre005,0.072,292108,100528,403,5109,14740,1952,298,284,144,12125413,0,0,0,1299,5545,0,4681,78889,4431,25,126437,2740,2731,87016,270,10380,3391,4386,121981,2740,1008,12,20252,9,11,9,0,0,1,5,5,0,4,11,5109,8084704,0,9,0,0.061,2.843,94904,172368176.txt,0010_evo,general,equational
COM010-2.p,T,0.007,success,1.9.1pre005,0.009,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,5,5,3016,1,0,0,0,3,5,4,0,5,9,11,9,0,0,1,5,5,0,4,11,5,0,0,0,0,0.002,0.009,0,172368178.txt,0010_evo,unit,equational
COM011-1.p,T,4.645,success,1.9.1pre005,0.029,571406,268782,255,4260,6828,2022,427,695,40,5663748,0,0,0,416,4995,0,3525,211487,1239,37,286149,1374,1373,217968,93,5795,2923,1207,284873,1374,509,0,11343,12,28,12,0,0,7,16,10,0,5,28,4260,5261690,0,1,0,0.147,4.792,49945,172368180.txt,0010_evo,general,equational
COM011-2.p,T,0.009,success,1.9.1pre005,0.009,44,33,0,25,1,6,0,0,0,32,0,0,0,0,25,0,25,17,0,0,34,10,10,3024,1,1,14,0,34,10,10,0,26,14,31,14,0,0,10,19,10,0,5,31,25,32,0,0,0,0.001,0.010,7,172368182.txt,0010_evo,general,non-equational
COM012+1.p,T,0.009,success,1.9.1pre005,0.010,31,19,0,26,1,2,1,8,0,27,0,0,0,3,34,0,17,5,1,0,20,21,17,3036,0,4,12,1,19,10,5,0,27,15,29,18,3,8,7,17,10,4,22,37,26,17,0,4,0,0.002,0.011,1,172368184.txt,0010_evo,general,equational
COM012+3.p,T,0.012,success,1.9.1pre005,0.010,46,69,0,51,15,2,1,25,3,157,0,0,0,14,79,0,22,11,1,0,72,33,29,3044,0,31,17,1,71,10,5,0,66,17,27,20,3,6,4,15,11,3,11,33,51,40,0,4,0,0.001,0.013,2,172368186.txt,0010_evo,general,equational
COM013+1.p,T,0.059,success,1.9.1pre005,0.013,5445,1167,0,280,280,0,0,0,16,18544,0,0,0,679,296,0,263,602,1,0,1241,47,43,4768,3,958,257,1,1240,15,3,0,560,20,53,23,3,16,17,32,15,8,34,69,280,2273,0,4,0,0.004,0.063,23,172368188.txt,0010_evo,general,equational
COM013+4.p,T,0.016,success,1.9.1pre005,0.013,239,96,0,88,22,1,1,2,1,909,0,0,0,40,91,0,83,40,2,0,110,62,58,3516,4,56,72,2,108,15,7,0,110,26,42,29,3,11,10,23,13,5,31,53,88,277,0,4,0,0.002,0.018,97,172368190.txt,0010_evo,general,equational
COM015+1.p,F,-,maxtime,1.9.1pre005,0.013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172368196.txt,0010_evo,general,equational
COM015+4.p,F,-,maxtime,1.9.1pre005,0.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172368198.txt,0010_evo,general,equational
COM016+1.p,T,0.039,success,1.9.1pre005,0.013,2357,617,0,253,127,3,1,1,6,10926,0,0,0,307,260,0,245,288,1,0,808,55,51,4268,1,440,231,1,807,20,13,0,380,7,28,10,3,10,6,16,10,6,20,38,253,1276,0,4,0,0.003,0.042,151,172368200.txt,0010_evo,general,equational
COM016+4.p,T,0.019,success,1.9.1pre005,0.022,2790,3,0,19,0,1,0,0,0,0,0,0,0,0,20,0,17,331,1,0,4,351,347,4092,2,0,4,1,2,20,11,0,19,6,17,9,3,6,1,8,6,3,9,23,19,0,0,4,0,0.003,0.022,2,172368202.txt,0010_evo,general,equational
COM017+1.p,T,0.021,success,1.9.1pre005,0.013,713,279,0,169,68,9,0,0,3,5286,0,0,0,63,172,0,165,99,1,0,326,61,57,3744,7,108,136,1,325,22,22,0,237,5,27,8,3,12,4,13,10,8,18,39,169,1175,0,4,0,0.003,0.024,225,172368204.txt,0010_evo,general,equational
COM017+4.p,T,0.031,success,1.9.1pre005,0.022,3022,262,0,212,73,1,0,0,1,5716,0,0,0,32,213,0,198,358,16,0,308,385,381,4920,14,69,164,16,295,22,20,0,285,3,22,6,3,10,4,12,9,5,11,32,212,980,0,4,0,0.002,0.033,105,172368206.txt,0010_evo,general,equational
COM018+1.p,T,0.012,success,1.9.1pre005,0.012,141,5,0,42,2,4,0,0,0,33,0,0,0,2,42,0,42,21,0,0,11,64,60,3220,1,4,22,0,11,23,19,0,44,3,11,6,3,8,1,5,5,5,4,19,42,12,0,4,0,0.002,0.013,0,172368208.txt,0010_evo,general,equational
COM018+4.p,T,0.023,success,1.9.1pre005,0.022,2728,36,0,86,12,3,0,0,0,251,0,0,0,4,86,0,84,311,2,0,54,377,373,4384,1,16,64,2,52,23,19,0,98,3,11,6,3,10,1,5,5,5,4,21,86,136,0,4,0,0.002,0.025,0,172368210.txt,0010_evo,general,equational
COM019+1.p,T,0.017,success,1.9.1pre005,0.013,523,191,1,151,14,14,1,1,1,2655,0,0,0,15,153,0,148,86,1,0,240,65,61,3748,8,23,109,1,239,24,31,0,166,2,61,4,2,22,13,35,23,14,40,83,151,1186,0,4,0,0.003,0.020,220,172368212.txt,0010_evo,general,equational
COM019+4.p,T,0.865,success,1.9.1pre005,0.022,143591,36115,28,2126,3048,36,12,1077,248,479285,0,0,0,2677,3471,0,683,13512,109,0,36489,384,380,38788,14,5102,637,109,36371,24,32,0,5202,5,61,8,3,21,11,37,21,11,45,82,2126,66340,0,4,0,0.022,0.887,7269,172368214.txt,0010_evo,general,equational
COM020+1.p,T,0.019,success,1.9.1pre005,0.013,578,210,0,147,21,16,2,3,1,2199,0,0,0,12,151,0,142,103,1,0,244,65,61,3756,8,20,103,1,243,24,31,0,168,3,52,6,3,21,10,29,20,13,30,73,147,735,0,4,0,0.001,0.020,254,172368216.txt,0010_evo,general,equational
COM020+4.p,T,3.258,success,1.9.1pre005,0.023,497508,139763,46,5416,10939,53,19,1377,1277,2433248,0,0,0,9375,8070,0,2655,59158,118,0,145212,404,400,117932,17,17515,2606,118,145105,24,32,0,16401,6,54,9,3,19,11,32,20,10,40,73,5416,453598,0,4,0,0.089,3.347,2116,172368218.txt,0010_evo,general,equational
COM021+1.p,T,0.015,success,1.9.1pre005,0.013,350,117,1,107,3,12,1,13,0,890,0,0,0,15,120,0,93,63,1,0,127,68,64,3488,1,17,63,1,126,25,29,0,111,3,28,5,2,12,5,16,11,8,18,40,107,298,0,4,0,0.002,0.017,158,172368220.txt,0010_evo,general,equational
COM021+4.p,T,0.023,success,1.9.1pre005,0.022,2726,24,0,84,16,5,1,9,0,349,0,0,0,2,93,0,75,315,0,0,33,395,391,4412,5,17,49,0,33,25,21,0,100,4,12,7,3,7,0,5,5,3,6,19,84,160,0,4,0,0.002,0.025,22,172368222.txt,0010_evo,general,equational
COM022+1.p,T,0.015,success,1.9.1pre005,0.013,213,102,0,94,8,2,1,40,6,1081,0,0,0,28,140,0,47,41,1,0,87,67,63,3516,0,42,40,1,86,19,7,0,102,28,43,31,3,9,11,26,14,5,46,52,94,542,0,4,0,0.002,0.017,1,172368224.txt,0010_evo,general,equational
COM022+4.p,T,0.024,success,1.9.1pre005,0.023,2903,84,0,108,7,2,1,37,6,692,0,0,0,3,153,0,55,358,8,0,69,425,421,4516,1,9,47,8,59,19,7,0,115,23,37,26,3,7,6,21,13,2,14,44,108,534,0,4,0,0.003,0.027,87,172368226.txt,0010_evo,general,equational
COM023+1.p,T,0.015,success,1.9.1pre005,0.012,379,81,0,73,5,0,0,0,2,685,0,0,0,30,75,0,70,49,1,0,88,50,46,3456,2,37,65,1,87,18,3,0,78,2,30,4,2,7,7,17,11,4,19,37,73,116,0,4,0,0.001,0.016,7,172368228.txt,0010_evo,general,equational
COM023+4.p,T,0.333,success,1.9.1pre005,0.022,29411,13788,10,1398,1248,36,9,316,560,171546,0,0,0,1509,2300,0,425,4249,80,1,14616,374,370,13300,8,2807,411,80,14518,18,6,0,2656,32,39,35,3,5,7,24,14,2,27,44,1398,15627,0,4,0,0.008,0.341,1195,172368230.txt,0010_evo,general,equational
CSR001+1.p,T,6.551,success,1.9.1pre005,0.014,207501,194419,41,5882,20428,27,26,2337,1718,6048866,0,0,0,21424,9937,0,1815,26761,561,119,217828,137,136,124364,114,35543,1673,553,217156,55,27,1,26351,6,456,8,2,87,250,343,82,43,215,543,5882,1657269,0,1,0,0.076,6.627,43757,172366402.txt,0010_evo,general,equational
CSR001+2.p,T,2.087,success,1.9.1pre005,0.015,96426,69343,62,3147,8914,33,31,1136,620,1570559,0,0,0,7715,4903,0,1379,12847,956,42,79807,138,137,49032,119,13466,1231,938,78817,56,28,1,12123,3,269,5,2,60,124,191,57,31,121,329,3147,455021,0,1,0,0.026,2.113,38078,172366404.txt,0010_evo,general,equational
CSR002+1.p,T,2.648,success,1.9.1pre005,0.014,260967,84022,84,3895,16032,26,25,84,1071,2891671,0,0,0,11095,5052,0,2726,35589,232,115,97856,137,136,47372,161,19089,2528,227,97515,55,36,1,20011,2,217,4,2,69,85,152,59,35,73,286,3895,1099285,0,1,0,0.027,2.675,68055,172366406.txt,0010_evo,general,equational
CSR002+2.p,T,0.109,success,1.9.1pre005,0.014,5566,3670,0,717,1067,24,24,202,41,51769,0,0,0,736,960,0,462,1083,47,17,4000,138,137,6784,89,1366,346,45,3944,56,26,1,1784,2,95,4,2,46,29,64,29,22,26,141,717,26130,0,1,0,0.002,0.111,21872,172366408.txt,0010_evo,general,equational
CSR003+1.p,T,2.382,success,1.9.1pre005,0.014,264637,71952,94,3613,14336,27,26,34,789,2892598,0,0,0,8001,4437,0,2777,36138,234,84,85027,137,136,47184,160,14108,2580,229,84716,55,36,1,18043,2,215,4,2,71,84,150,57,36,85,286,3613,867667,0,1,0,0.018,2.400,45913,172366410.txt,0010_evo,general,equational
CSR004+1.p,T,156.464,success,1.9.1pre005,0.014,3180056,3467653,97,23968,260169,24,24,7934,9364,211577806,0,0,0,236379,42008,0,5916,329790,8557,683,3759574,137,136,1937780,120,441227,5769,8527,3749600,55,26,1,284234,5,789,7,2,89,516,622,91,44,393,878,23968,65589634,0,1,0,1.384,157.848,101819,172366412.txt,0010_evo,general,equational
CSR004+2.p,T,0.018,success,1.9.1pre005,0.014,368,103,0,118,19,20,20,2,0,372,0,0,0,0,120,0,110,104,10,2,146,139,138,3884,25,9,57,9,137,57,27,1,137,3,10,5,2,6,1,5,4,4,4,16,118,289,0,1,0,0.000,0.018,113,172366414.txt,0010_evo,general,equational
CSR005+1.p,T,5.997,success,1.9.1pre005,0.014,178135,169712,158,5418,23668,38,33,2048,1493,6682799,0,0,0,21646,8959,0,1865,23022,518,72,196213,137,136,105524,117,35594,1716,509,195631,55,31,1,29244,2,314,4,2,79,146,228,68,39,125,393,5418,2140637,0,1,0,0.088,6.085,56886,172366416.txt,0010_evo,general,equational
CSR005+2.p,T,95.490,success,1.9.1pre005,0.014,2558398,2324868,603,15834,169468,109,45,6590,4060,89792668,0,0,0,189322,26671,0,4985,270234,3959,317,2632689,138,137,1839956,120,316249,4827,3940,2628234,56,37,1,185905,2,459,4,2,85,250,346,79,42,210,544,15834,23735367,0,1,0,1.233,96.723,86306,172366418.txt,0010_evo,general,equational
CSR006+1.p,T,4.159,success,1.9.1pre005,0.014,535832,126750,53,4439,18053,30,29,62,1229,4490001,0,0,0,14248,5733,0,3133,68627,689,69,146020,137,136,82500,164,24183,2931,677,145267,55,37,1,22545,2,303,4,2,80,133,217,73,39,106,383,4439,1478165,0,1,0,0.052,4.211,48063,172366420.txt,0010_evo,general,equational
CSR007+1.p,T,3.908,success,1.9.1pre005,0.014,133258,116289,64,4668,14977,39,33,1742,1234,4002028,0,0,0,15416,7650,0,1674,18468,889,65,136370,137,136,81092,118,26262,1525,869,135418,55,30,1,19709,4,227,6,2,74,91,161,60,37,92,301,4668,1304261,0,1,0,0.053,3.961,49100,172366422.txt,0010_evo,general,equational
CSR008+1.p,T,6.363,success,1.9.1pre005,0.014,317194,188450,14,5493,20624,29,27,2116,989,5593399,0,0,0,24514,8647,0,2327,40208,974,105,213601,137,136,141964,114,39573,2184,957,212481,55,28,1,26131,2,268,4,2,78,110,192,69,39,98,346,5493,1818237,0,1,0,0.079,6.442,28884,172366424.txt,0010_evo,general,equational
CSR009+1.p,T,2.176,success,1.9.1pre005,0.014,95435,70445,96,3422,14416,155,54,1175,715,2240845,0,0,0,10973,5319,0,1513,12643,241,69,84897,137,136,46564,117,19245,1347,236,84588,55,48,1,17934,2,174,4,2,66,63,119,51,33,54,240,3422,906385,0,1,0,0.037,2.213,46080,172366426.txt,0010_evo,general,equational
CSR011+1.p,T,78.820,success,1.9.1pre005,0.014,1833171,2061014,58,12306,142083,173,35,5550,2130,58935133,0,0,0,186073,19986,0,4614,228657,9676,857,2419805,137,136,1719532,109,294731,4468,9665,2409280,55,36,1,154447,16,224,18,2,66,89,157,59,33,73,290,12306,12367324,0,1,0,1.094,79.914,56411,172366430.txt,0010_evo,general,equational
CSR012+1.p,F,-,maxtime,1.9.1pre005,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366432.txt,0010_evo,general,equational
CSR013+1.p,T,1.046,success,1.9.1pre005,0.014,49789,39641,50,2346,9353,129,43,537,460,1182371,0,0,0,5088,3345,0,1335,8071,218,64,44438,138,137,22100,120,9366,1164,214,44162,55,50,1,11749,21,158,24,3,49,58,110,42,25,55,207,2346,455873,0,1,0,0.007,1.053,38047,172366434.txt,0010_evo,general,equational
CSR014+1.p,T,0.068,success,1.9.1pre005,0.014,3650,2217,3,568,825,24,24,9,19,32399,0,0,0,481,598,0,527,811,43,15,2446,137,136,5732,103,947,389,41,2395,55,34,1,1397,2,27,4,2,16,6,17,9,9,8,43,569,19155,0,1,0,0.004,0.072,14187,172366436.txt,0010_evo,general,equational
CSR015+1.p,T,0.022,success,1.9.1pre005,0.015,631,453,0,235,213,21,21,2,1,4460,0,0,0,44,238,0,217,182,28,2,523,186,177,4228,57,118,133,28,506,48,26,1,448,2,28,4,2,18,6,18,9,6,14,46,235,3564,0,9,0,0.003,0.025,1943,172366438.txt,0010_evo,general,equational
CSR016+1.p,T,0.030,success,1.9.1pre005,0.014,787,681,0,274,330,23,23,31,2,8270,0,0,0,168,307,0,226,227,28,3,782,186,177,4488,59,348,146,28,764,48,20,1,604,2,44,4,2,24,9,28,14,11,15,68,274,5938,0,9,0,0.001,0.031,3073,172366440.txt,0010_evo,general,equational
CSR017+1.p,T,0.018,success,1.9.1pre005,0.015,485,353,0,203,165,21,21,26,0,2575,0,0,0,16,229,0,165,144,22,3,394,186,177,3960,44,66,100,22,379,48,20,1,368,2,44,4,2,27,9,28,14,11,15,71,203,2359,0,9,0,0.005,0.023,1188,172366442.txt,0010_evo,general,equational
CSR018+1.p,T,0.042,success,1.9.1pre005,0.015,998,1220,0,365,560,23,23,95,6,21060,0,0,0,422,466,0,249,281,28,9,1314,186,177,4756,64,765,166,28,1290,48,18,1,925,2,36,4,2,21,6,22,12,10,15,57,365,13523,0,9,0,0.003,0.045,5706,172366444.txt,0010_evo,general,equational
CSR019+1.p,T,0.021,success,1.9.1pre005,0.015,628,448,0,226,222,21,21,2,1,5186,0,0,0,55,229,0,208,177,28,2,521,186,177,4228,52,145,129,28,504,48,26,1,448,2,24,4,2,16,4,14,8,5,10,40,226,3986,0,9,0,0.004,0.025,1638,172366446.txt,0010_evo,general,equational
CSR020+1.p,T,0.020,success,1.9.1pre005,0.015,489,298,0,185,106,21,21,44,0,1724,0,0,0,17,229,0,132,151,16,2,322,186,177,3964,39,67,75,16,311,48,17,1,291,2,36,4,2,24,6,22,12,10,15,60,185,1603,0,9,0,0.002,0.022,1045,172366448.txt,0010_evo,general,equational
CSR021+1.p,T,0.023,success,1.9.1pre005,0.015,730,484,0,230,222,21,21,2,1,5306,0,0,0,56,233,0,212,208,28,2,566,186,177,4228,53,144,132,28,549,48,26,1,452,2,23,4,2,17,4,14,8,6,10,40,230,4066,0,9,0,0.003,0.026,1740,172366450.txt,0010_evo,general,equational
CSR022+1.p,T,0.025,success,1.9.1pre005,0.015,709,470,0,225,217,21,21,2,1,5156,0,0,0,51,228,0,208,204,26,2,544,186,177,4228,52,135,129,26,528,48,26,1,442,2,27,4,2,18,5,16,9,6,10,45,225,3986,0,9,0,0.001,0.026,1658,172366452.txt,0010_evo,general,equational
CSR023+1.p,T,0.045,success,1.9.1pre005,0.015,1606,1321,0,401,626,21,21,2,8,26573,0,0,0,422,411,0,376,386,28,18,1495,186,177,4756,82,771,268,28,1462,48,25,1,1027,2,23,4,2,14,4,14,8,6,10,37,401,17562,0,9,0,0.003,0.048,6074,172366454.txt,0010_evo,general,equational
CSR024+1.009.p,T,0.085,success,1.9.1pre005,0.019,2975,1914,0,537,1243,29,24,2,7,80336,0,0,0,1405,547,0,500,522,60,2,2196,400,397,5948,178,2091,252,58,2160,58,69,1,1781,5,106,8,3,22,32,79,26,5,77,128,538,31362,0,3,0,0.003,0.088,8353,172366456.txt,0010_evo,general,equational
CSR024+1.010.p,T,0.102,success,1.9.1pre005,0.019,4024,2332,0,605,1478,29,24,2,6,111266,0,0,0,1721,614,0,567,675,66,2,2676,438,435,6284,206,2514,284,64,2636,49,76,1,2084,5,122,8,3,25,39,91,29,5,85,147,606,37366,0,3,0,0.005,0.106,10747,172366458.txt,0010_evo,general,equational
CSR025+1.p,T,0.010,success,1.9.1pre005,0.011,107,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,7,47,0,0,0,55,55,3180,1,0,0,0,0,54,6,0,8,2,5,5,3,4,0,2,2,2,1,9,8,0,0,0,0,0.002,0.012,0,172366460.txt,0010_evo,horn,non-equational
CSR025+2.p,T,0.031,success,1.9.1pre005,0.033,1949,0,0,13,0,0,0,0,0,4,0,0,0,0,14,0,13,1119,0,0,0,1133,1133,6760,1,0,3,0,0,1132,9,0,14,2,5,5,3,4,0,2,2,2,1,9,14,4,0,0,0,0.003,0.034,0,172366462.txt,0010_evo,horn,non-equational
CSR025+3.p,T,0.195,success,1.9.1pre005,0.204,13018,0,0,13,1,0,0,0,0,2,0,0,0,0,14,0,13,7992,0,0,0,8007,8007,28024,2,1,2,0,0,8006,9,0,15,2,5,5,3,4,0,2,2,2,1,9,14,2,0,0,0,0.012,0.207,1,172366464.txt,0010_evo,horn,non-equational
CSR025+4.p,T,1.537,success,1.9.1pre005,1.589,65431,0,0,12,1,0,0,0,0,2,0,0,0,0,13,0,12,44201,0,0,0,44218,44215,130856,3,1,2,0,0,44217,7,0,14,2,5,5,3,4,0,2,2,2,1,9,13,2,0,3,0,0.067,1.604,1,172366466.txt,0010_evo,horn,equational
CSR025+5.p,T,31.754,success,1.9.1pre005,32.543,920022,0,1,28,0,0,0,0,0,0,0,0,0,0,29,0,28,540214,0,0,0,540251,540244,1723016,22,0,0,0,0,540250,6,0,30,3,5,6,3,4,0,2,2,2,2,9,29,0,0,7,0,1.132,32.885,148,172366468.txt,0010_evo,horn,equational
CSR025+6.p,T,227.899,success,1.9.1pre005,231.830,5328136,0,0,27,1,0,0,0,0,0,0,0,0,0,28,0,27,3341934,0,0,0,3341983,3341963,9007580,21,0,0,0,0,3341978,6,0,29,3,5,6,3,4,0,2,2,2,2,9,28,0,0,20,0,5.782,233.681,210,172366470.txt,0010_evo,horn,equational
CSR026+1.p,T,0.009,success,1.9.1pre005,0.011,50,24,0,49,7,1,1,5,0,78,0,0,0,0,55,0,44,22,0,0,23,58,58,3188,4,5,20,0,23,57,20,0,57,7,27,10,3,13,6,16,9,8,11,40,50,73,0,0,0,0.003,0.012,33,172366472.txt,0010_evo,horn,non-equational
CSR026+2.p,T,0.097,success,1.9.1pre005,0.033,1344,1428,10,1594,60,7,4,33,0,102866,0,0,0,0,1628,0,1561,894,0,0,1482,1133,1133,12544,311,32,745,0,1482,1132,505,0,1665,7,27,10,3,13,6,16,9,8,11,40,1595,88940,0,0,0,0.011,0.108,72554,172366474.txt,0010_evo,horn,non-equational
CSR026+3.p,T,1.341,success,1.9.1pre005,0.203,8031,6472,812,8182,350,135,27,121,1,1261314,0,0,0,3,8305,0,8060,5128,0,0,6911,8007,8007,58336,1355,317,3092,0,6911,8006,3613,0,9345,7,27,10,3,13,6,16,9,8,11,40,8183,1167552,0,0,0,0.031,1.372,3585736,172366476.txt,0010_evo,horn,non-equational
CSR026+4.p,T,5.763,success,1.9.1pre005,1.584,42150,11153,3993,22929,542,163,109,149,1,8522351,0,0,0,91,23080,0,22778,27896,1,0,17890,44218,44215,250572,933,604,7984,1,17889,44217,13861,0,27465,7,27,10,3,13,6,16,9,8,11,40,22930,7512077,0,3,0,0.174,5.937,3887520,172366478.txt,0010_evo,horn,equational
CSR026+5.p,F,-,maxtime,1.9.1pre005,32.548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366480.txt,0010_evo,horn,equational
CSR026+6.p,F,-,maxtime,1.9.1pre005,230.723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366482.txt,0010_evo,horn,equational
CSR027+1.p,T,0.014,success,1.9.1pre005,0.012,46,155,13,165,34,0,0,0,0,1755,0,0,0,0,165,0,165,24,0,0,316,81,81,3804,1,34,85,0,316,80,79,0,212,7,25,10,3,15,5,13,9,8,10,40,165,1700,0,0,0,0.002,0.016,200,172366484.txt,0010_evo,horn,non-equational
CSR027+2.p,T,14.875,success,1.9.1pre005,0.033,239927,155411,1054,21863,16910,23,20,96,1,3915236,0,0,0,52,21960,0,21766,116673,0,0,159384,1133,1133,145280,14408,1313,5329,0,159384,1132,2029,0,39827,7,25,10,3,15,5,13,9,8,10,40,21863,3508182,0,0,0,0.114,14.989,79913901,172366486.txt,0010_evo,horn,non-equational
CSR027+3.p,F,-,maxtime,1.9.1pre005,0.205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366488.txt,0010_evo,horn,non-equational
CSR027+4.p,F,-,maxtime,1.9.1pre005,1.580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366490.txt,0010_evo,horn,equational
CSR027+5.p,F,-,maxtime,1.9.1pre005,32.550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366492.txt,0010_evo,horn,equational
CSR027+6.p,F,-,maxtime,1.9.1pre005,231.675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172366494.txt,0010_evo,horn,equational
CSR028+1.p,T,0.011,success,1.9.1pre005,0.011,88,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,43,0,0,0,47,47,3148,1,0,0,0,0,46,2,0,4,2,5,5,3,4,0,2,2,2,1,9,4,0,0,0,0,0.000,0.011,0,172366496.txt,0010_evo,horn,non-equational
CSR028+2.p,T,0.031,success,1.9.1pre005,0.032,1949,0,0,13,0,0,0,0,0,4,0,0,0,0,14,0,13,1119,0,0,0,1133,1133,6760,1,0,3,0,0,1132,9,0,14,2,5,5,3,4,0,2,2,2,1,9,14,4,0,0,0,0.002,0.033,0,172366498.txt,0010_evo,horn,non-equational
CSR028+3.p,T,0.194,success,1.9.1pre005,0.205,13019,0,0,12,1,0,0,0,0,2,0,0,0,0,13,0,12,7993,0,0,0,8007,8007,27756,2,1,2,0,0,8006,8,0,14,2,5,5,3,4,0,2,2,2,1,9,13,2,0,0,0,0.014,0.208,1,172366500.txt,0010_evo,horn,non-equational
CSR028+4.p,T,1.539,success,1.9.1pre005,1.589,65431,0,0,12,1,0,0,0,0,2,0,0,0,0,13,0,12,44201,0,0,0,44218,44215,130856,3,1,2,0,0,44217,7,0,14,2,5,5,3,4,0,2,2,2,1,9,13,2,0,3,0,0.067,1.606,3,172366502.txt,0010_evo,horn,equational
CSR028+5.p,T,31.875,success,1.9.1pre005,32.655,920037,0,0,14,0,0,0,0,0,0,0,0,0,0,15,0,14,540229,0,0,0,540251,540244,1722608,11,0,0,0,0,540250,3,0,15,2,5,5,3,4,0,2,2,2,1,9,15,0,0,7,0,1.138,33.012,29,172366504.txt,0010_evo,horn,equational
CSR028+6.p,T,225.325,success,1.9.1pre005,229.574,5328151,0,0,12,1,0,0,0,0,0,0,0,0,0,13,0,12,3341949,0,0,0,3341983,3341963,9007704,10,0,0,0,0,3341978,2,0,14,2,5,5,3,4,0,2,2,2,1,9,13,0,0,20,0,6.446,231.771,45,172366506.txt,0010_evo,horn,equational
CSR029+1.p,T,0.013,success,1.9.1pre005,0.011,43,35,2,66,7,1,1,3,0,87,0,0,0,0,70,0,63,18,0,0,56,59,59,3200,3,5,29,0,56,58,31,0,76,6,30,9,3,17,6,17,10,9,11,47,67,80,0,0,0,0.000,0.013,180,172366508.txt,0010_evo,horn,non-equational
CSR029+2.p,T,0.099,success,1.9.1pre005,0.033,1514,1438,3,1516,88,4,1,3,1,128385,0,0,0,4,1521,0,1512,962,0,0,1555,1133,1133,12016,221,58,818,0,1555,1132,473,0,1608,6,30,9,3,17,6,17,10,9,11,47,1517,112254,0,0,0,0.005,0.104,60594,172366510.txt,0010_evo,horn,non-equational
CSR029+3.p,T,0.630,success,1.9.1pre005,0.209,10421,5484,458,6278,372,142,24,27,5,994078,0,0,0,42,6311,0,6246,6365,0,0,5968,8007,8007,58336,417,382,2543,0,5968,8006,3286,0,7109,6,30,9,3,17,6,17,10,9,10,47,6279,894404,0,0,0,0.036,0.666,585050,172366512.txt,0010_evo,horn,non-equational
